location,Year,Month,Value Column Name,Value,Last Updated,Source,ir_comments
"Saudi Arabia","2020","November","% death","0.04901766223457035","","Visual Measure",""
"Saudi Arabia","2020","December","new_cases","5381","","Native",""
"Saudi Arabia","2020","December","new_deaths","327","","Native",""
"Saudi Arabia","2020","December","% death","0.06076937372235644","","Visual Measure",""
"Saudi Arabia","2021","January","new_cases","5333","","Native",""
"Saudi Arabia","2021","January","new_deaths","152","","Native",""
"Saudi Arabia","2021","January","% death","0.028501781361335084","","Visual Measure",""
"Saudi Arabia","2021","February","new_cases","9309","","Native",""
"Saudi Arabia","2021","February","new_deaths","119","","Native",""
"Saudi Arabia","2021","February","% death","0.012783327962187131","","Visual Measure",""
"Saudi Arabia","2021","March","new_cases","12624","","Native",""
"Saudi Arabia","2021","March","new_deaths","175","","Native",""
"Saudi Arabia","2021","March","% death","0.013862484157160963","","Visual Measure",""
"Saudi Arabia","2021","April","new_cases","18031","","Native",""
"Saudi Arabia","2021","April","new_deaths","189","","Native",""
"Saudi Arabia","2021","April","% death","0.01048194775664134","","Visual Measure",""
"Bulgaria","2020","January","new_cases",,"","Native",""
"Bulgaria","2020","January","new_deaths",,"","Native",""
"Bulgaria","2020","January","% death","","","Visual Measure",""
"Bulgaria","2020","February","new_cases",,"","Native",""
"Bulgaria","2020","February","new_deaths",,"","Native",""
"Bulgaria","2020","February","% death","","","Visual Measure",""
"Bulgaria","2020","March","new_cases","399","","Native",""
"Bulgaria","2020","March","new_deaths","8","","Native",""
"Bulgaria","2020","March","% death","0.020050125313283207","","Visual Measure",""
"Bulgaria","2020","April","new_cases","1107","","Native",""
"Bulgaria","2020","April","new_deaths","58","","Native",""
"Bulgaria","2020","April","% death","0.052393857271906055","","Visual Measure",""
"Bulgaria","2020","May","new_cases","1007","","Native",""
"Bulgaria","2020","May","new_deaths","74","","Native",""
"Bulgaria","2020","May","% death","0.07348560079443893","","Visual Measure",""
"Bulgaria","2020","June","new_cases","2476","","Native",""
"Bulgaria","2020","June","new_deaths","90","","Native",""
"Bulgaria","2020","June","% death","0.036348949919224556","","Visual Measure",""
"Bulgaria","2020","July","new_cases","6701","","Native",""
"Bulgaria","2020","July","new_deaths","153","","Native",""
"Bulgaria","2020","July","% death","0.02283241307267572","","Visual Measure",""
"Bulgaria","2020","August","new_cases","4576","","Native",""
"Bulgaria","2020","August","new_deaths","246","","Native",""
"Bulgaria","2020","August","% death","0.053758741258741256","","Visual Measure",""
"Bulgaria","2020","September","new_cases","4567","","Native",""
"Bulgaria","2020","September","new_deaths","196","","Native",""
"Bulgaria","2020","September","% death","0.042916575432450185","","Visual Measure",""
"Bulgaria","2020","October","new_cases","32011","","Native",""
"Bulgaria","2020","October","new_deaths","454","","Native",""
"Bulgaria","2020","October","% death","0.014182624722751554","","Visual Measure",""
"Bulgaria","2020","November","new_cases","92456","","Native",""
"Bulgaria","2020","November","new_deaths","2756","","Native",""
"Bulgaria","2020","November","% death","0.029808773903262094","","Visual Measure",""
"Bulgaria","2020","December","new_cases","56966","","Native",""
"Bulgaria","2020","December","new_deaths","3541","","Native",""
"Bulgaria","2020","December","% death","0.06215988484359091","","Visual Measure",""
"Bulgaria","2021","January","new_cases","16482","","Native",""
"Bulgaria","2021","January","new_deaths","1469","","Native",""
"Bulgaria","2021","January","% death","0.08912753306637544","","Visual Measure",""
"Bulgaria","2021","February","new_cases","28290","","Native",""
"Bulgaria","2021","February","new_deaths","1146","","Native",""
"Bulgaria","2021","February","% death","0.040509013785790034","","Visual Measure",""
"Bulgaria","2021","March","new_cases","95595","","Native",""
"Bulgaria","2021","March","new_deaths","3006","","Native",""
"Bulgaria","2021","March","% death","0.031445159265651966","","Visual Measure",""
"Bulgaria","2021","April","new_cases","50280","","Native",""
"Bulgaria","2021","April","new_deaths","2421","","Native",""
"Bulgaria","2021","April","% death","0.04815035799522673","","Visual Measure",""
"Malaysia","2020","January","new_cases","8","","Native",""
"Malaysia","2020","January","new_deaths",,"","Native",""
"Malaysia","2020","January","% death","0","","Visual Measure",""
"Malaysia","2020","February","new_cases","17","","Native",""
"Malaysia","2020","February","new_deaths",,"","Native",""
"Malaysia","2020","February","% death","0","","Visual Measure",""
"Malaysia","2020","March","new_cases","2741","","Native",""
"Malaysia","2020","March","new_deaths","43","","Native",""
"Malaysia","2020","March","% death","0.01568770521707406","","Visual Measure",""
"Malaysia","2020","April","new_cases","3236","","Native",""
"Malaysia","2020","April","new_deaths","59","","Native",""
"Malaysia","2020","April","% death","0.01823238566131026","","Visual Measure",""
"Malaysia","2020","May","new_cases","1817","","Native",""
"Malaysia","2020","May","new_deaths","13","","Native",""
"Malaysia","2020","May","% death","0.007154650522839846","","Visual Measure",""
"Malaysia","2020","June","new_cases","820","","Native",""
"Malaysia","2020","June","new_deaths","6","","Native",""
"Malaysia","2020","June","% death","0.007317073170731708","","Visual Measure",""
"Malaysia","2020","July","new_cases","337","","Native",""
"Malaysia","2020","July","new_deaths","4","","Native",""
"Malaysia","2020","July","% death","0.011869436201780416","","Visual Measure",""
"Malaysia","2020","August","new_cases","364","","Native",""
"Malaysia","2020","August","new_deaths","2","","Native",""
"Malaysia","2020","August","% death","0.005494505494505495","","Visual Measure",""
"Malaysia","2020","September","new_cases","1884","","Native",""
"Malaysia","2020","September","new_deaths","9","","Native",""
"Malaysia","2020","September","% death","0.004777070063694267","","Visual Measure",""
"Malaysia","2020","October","new_cases","20324","","Native",""
"Malaysia","2020","October","new_deaths","113","","Native",""
"Malaysia","2020","October","% death","0.00555992914780555","","Visual Measure",""
"Malaysia","2020","November","new_cases","34149","","Native",""
"Malaysia","2020","November","new_deaths","111","","Native",""
"Malaysia","2020","November","% death","0.0032504612140911884","","Visual Measure",""
"Malaysia","2020","December","new_cases","47313","","Native",""
"Malaysia","2020","December","new_deaths","111","","Native",""
"Malaysia","2020","December","% death","0.0023460782448798427","","Visual Measure",""
"Malaysia","2021","January","new_cases","101949","","Native",""
"Malaysia","2021","January","new_deaths","289","","Native",""
"Malaysia","2021","January","% death","0.002834750708687677","","Visual Measure",""
"Malaysia","2021","February","new_cases","85793","","Native",""
"Malaysia","2021","February","new_deaths","370","","Native",""
"Malaysia","2021","February","% death","0.004312706164838623","","Visual Measure",""
"Malaysia","2021","March","new_cases","44748","","Native",""
"Malaysia","2021","March","new_deaths","142","","Native",""
"Malaysia","2021","March","% death","0.0031733261821757395","","Visual Measure",""
"Malaysia","2021","April","new_cases","36313","","Native",""
"Malaysia","2021","April","new_deaths","128","","Native",""
"Malaysia","2021","April","% death","0.0035249084349957315","","Visual Measure",""
"Slovakia","2020","January","new_cases",,"","Native",""
"Slovakia","2020","January","new_deaths",,"","Native",""
"Slovakia","2020","January","% death","","","Visual Measure",""
"Slovakia","2020","February","new_cases",,"","Native",""
"Slovakia","2020","February","new_deaths",,"","Native",""
"Slovakia","2020","February","% death","","","Visual Measure",""
"Slovakia","2020","March","new_cases","363","","Native",""
"Slovakia","2020","March","new_deaths",,"","Native",""
"Slovakia","2020","March","% death","0","","Visual Measure",""
"Slovakia","2020","April","new_cases","1033","","Native",""
"Slovakia","2020","April","new_deaths","23","","Native",""
"Slovakia","2020","April","% death","0.022265246853823813","","Visual Measure",""
"Slovakia","2020","May","new_cases","125","","Native",""
"Slovakia","2020","May","new_deaths","5","","Native",""
"Slovakia","2020","May","% death","0.04","","Visual Measure",""
"Slovakia","2020","June","new_cases","146","","Native",""
"Slovakia","2020","June","new_deaths","0","","Native",""
"Slovakia","2020","June","% death","0","","Visual Measure",""
"Slovakia","2020","July","new_cases","625","","Native",""
"Slovakia","2020","July","new_deaths","1","","Native",""
"Slovakia","2020","July","% death","0.0016","","Visual Measure",""
"Slovakia","2020","August","new_cases","1625","","Native",""
"Slovakia","2020","August","new_deaths","4","","Native",""
"Slovakia","2020","August","% death","0.0024615384615384616","","Visual Measure",""
"Slovakia","2020","September","new_cases","6224","","Native",""
"Slovakia","2020","September","new_deaths","15","","Native",""
"Slovakia","2020","September","% death","0.002410025706940874","","Visual Measure",""
"Slovakia","2020","October","new_cases","47523","","Native",""
"Slovakia","2020","October","new_deaths","171","","Native",""
"Slovakia","2020","October","% death","0.003598257685752162","","Visual Measure",""
"Slovakia","2020","November","new_cases","48265","","Native",""
"Slovakia","2020","November","new_deaths","620","","Native",""
"Slovakia","2020","November","% death","0.01284574743603025","","Visual Measure",""
"Slovakia","2020","December","new_cases","73614","","Native",""
"Slovakia","2020","December","new_deaths","1299","","Native",""
"Slovakia","2020","December","% death","0.017646099926644388","","Visual Measure",""
"Slovakia","2021","January","new_cases","70370","","Native",""
"Slovakia","2021","January","new_deaths","2504","","Native",""
"Slovakia","2021","January","% death","0.03558334517550092","","Visual Measure",""
"Slovakia","2021","February","new_cases","58170","","Native",""
"Slovakia","2021","February","new_deaths","2547","","Native",""
"Slovakia","2021","February","% death","0.043785456420835485","","Visual Measure",""
"Slovakia","2021","March","new_cases","53102","","Native",""
"Slovakia","2021","March","new_deaths","2530","","Native",""
"Slovakia","2021","March","% death","0.0476441565289443","","Visual Measure",""
"Slovakia","2021","April","new_cases","16288","","Native",""
